id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actors,directors,score
ts4,breaking bad,SHOW,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",2008,TV-MA,48,"Drama, Thriller, Crime",Us,5.0,9.5,1727694.0,337.419,8.8,"['Bryan Cranston', 'Aaron Paul', 'Anna Gunn', 'Dean Norris', 'Jonathan Banks', 'Bob Odenkirk', 'Betsy Brandt', 'RJ Mitte']",[],9.486257834777764
ts3371,avatar: the last airbender,SHOW,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2005,TV-Y7,24,"Scifi, Family, Fantasy, Animation, Action",Us,3.0,9.3,297336.0,61.284,8.7,"['Zach Tyler', 'Mae Whitman', 'Jack De Sena', 'Dante Basco', 'Jessie Flower', 'Greg Baldwin', 'Dee Bradley Baker', 'Grey DeLisle', 'Cricket Leigh', 'Olivia Hack', 'André Sogliuzzo']",[],9.226183628860777
ts90621,kota factory,SHOW,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.",2019,TV-MA,42,"Drama, Comedy",In,2.0,9.3,66985.0,10.107,8.2,['Mayur More'],[],8.996040363044678
ts222333,arcane,SHOW,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",2021,TV-14,41,"Action, Scifi, Drama, Fantasy, Animation",Us,1.0,9.1,175412.0,138.891,9.1,"['Hailee Steinfeld', 'Ella Purnell', 'Kevin Alejandro', 'Jason Spisak', 'Toks Olagundoye', 'Harry Lloyd']",[],8.98438456553579
ts20682,attack on titan,SHOW,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",2013,TV-MA,24,"Scifi, Action, Drama, Fantasy, Horror, Animation",Jp,4.0,9.0,325381.0,139.388,8.6,"['Yuki Kaji', 'Yui Ishikawa', 'Marina Inoue', 'Kisho Taniyama', 'Hiro Shimono', 'Yoshimasa Hosoya', 'Takehito Koyasu', 'Natsuki Hanae', 'Ayane Sakura']",[],8.938641774360793
ts11313,death note,SHOW,"Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?",2006,TV-14,24,"Scifi, Animation, Crime, Drama, Fantasy, Thriller",Jp,1.0,9.0,302147.0,104.037,8.7,"['Mamoru Miyano', 'Noriko Hidaka', 'Nozomu Sasaki']",[],8.934028863572715
ts81120,the last dance,SHOW,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",2020,TV-MA,50,"Documentation, History, Sport",Us,1.0,9.1,108321.0,24.459,8.2,"['Michael Jordan', 'Scottie Pippen', 'Dennis Rodman', 'Steve Kerr', 'Phil Jackson']",['Jason Hehir'],8.91706272526953
ts20681,seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,24,Comedy,Us,9.0,8.9,302700.0,128.743,8.3,"['Jerry Seinfeld', 'Jason Alexander', 'Michael Richards', 'Julia Louis-Dreyfus']",[],8.836374750944225
ts85398,our planet,SHOW,Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.,2019,TV-G,50,Documentation,Gb,1.0,9.3,41386.0,14.33,8.8,['David Attenborough'],[],8.83488837177595
tm92641,inception,MOVIE,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010,PG-13,148,"Scifi, Music, Thriller, Action","Gb, Us",0.0,8.8,2268288.0,109.09,8.4,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe', 'Tom Hardy', 'Elliot Page', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Talulah Riley', 'Tohoru Masamune', 'Taylor Geare', 'Claire Geare', 'Johnathan Geare', 'Yuji Okumoto', 'Earl Cameron', 'Ryan Hayward', 'Miranda Nolan', 'Russ Fega', 'Tim Kelleher', 'Coralie Dedykere', 'Silvie Laguna', 'Virgile Bramly', 'Nicolas Clerc', 'Jean-Michel Dagory', 'Marc Raducci', 'Tai-Li Lee', 'Magnus Nolan', 'Helena Cullinan', 'Mark Fleischmann', 'Adam Cole', 'Jack Murray', 'Natasha Beaumont', 'Carl Gilliard', 'Jill Maddrell', 'Alex Lombard', 'Nicole Pulliam', 'Peter Basham', 'Michael Gaston', 'Felix Scott', 'Andrew Pleavin', 'Lisa Reynolds', 'Shannon Welles', 'Daniel Girondeaud']",['Christopher Nolan'],8.791645320489328
tm122434,forrest gump,MOVIE,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",1994,PG-13,142,"Drama, Romance, Comedy",Us,0.0,8.8,1994599.0,57.114,8.5,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field', 'Michael Conner Humphreys', 'Hanna Hall', 'Haley Joel Osment', 'Siobhan Fallon Hogan', 'Afemo Omilami', 'Peter Dobson', 'Sonny Shroyer', 'George Kelly', 'Sam Anderson', 'Margo Moorer', 'Christopher Jones', 'Kevin Mangan', 'Brett Rice', 'Daniel C. Striepeke', 'David Brisbin', 'Kirk Ward', 'Marlena Smalls', 'Kitty K. Green', 'Mark Matheisen', 'Al Harrington', 'Joe Washington', 'Jed Gillin', 'Don Fischer', 'Matt Wallace', 'Mike Jolly', 'Michael Kemmerling', 'John Voldstad', 'Daniel J. Gillooly', 'Michael Burgess', 'Steven Griffith', 'Michael McFall', 'Byron Minns', 'Steve DeRelian', 'Stephen Bridgewater', 'John William Galt', 'Isabel Rose', ""Richard D'Alessandro"", 'Kevin Davis', 'Michael Jace', 'Geoffrey Blake', 'Vanessa Roth', 'Emily Carey', 'Dick Cavett', 'Tiffany Salerno', 'Marla Sucharetza', 'Joe Alaskey', 'Lazarus Jackson', 'Matt Rebenkoff', 'Nora Dunfee', ""Hallie D'Amore"", 'Michael Mattison', 'Charles Boswell', 'Timothy McNeil', 'Bob Penny', 'Greg Brown', 'Troy Christian', 'Bryan Hanna', 'Zach Hanner', 'Aaron Michael Lacey', 'Jacqueline Lovell', 'Brendan Shanahan', 'William Shipman', 'Robb Skyler', 'Mary Ellen Trainor', 'Kurt Russell', 'Jeffrey Winner', 'Bob Harks', 'W. Benson Terry', 'Tyler Long', 'Jim Hanks', 'Michael Oliver']",['Robert Zemeckis'],8.790502883662993
ts32835,hunter x hunter,SHOW,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",2011,TV-14,23,"Drama, Action, Comedy, Crime, Animation, Documentation, Family, Fantasy",Jp,3.0,9.0,87857.0,117.924,8.8,"['Megumi Han', 'Mariya Ise', 'Miyuki Sawashiro', 'Keiji Fujiwara', 'Daisuke Namikawa', 'Banjo Ginga', 'Rikiya Koyama', 'Chisa Yokoyama']",['Hiroshi Koujina'],8.784834047204157
ts20110,peaky blinders,SHOW,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",2013,TV-MA,58,"Drama, Crime, European",Gb,6.0,8.8,485506.0,971.727,8.6,"['Cillian Murphy', 'Paul Anderson', 'Sophie Rundle']",[],8.761396638010314
ts8,better call saul,SHOW,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015,TV-MA,49,"Comedy, Drama, Crime",Us,6.0,8.8,404920.0,352.657,8.5,"['Bob Odenkirk', 'Jonathan Banks', 'Rhea Seehorn', 'Patrick Fabian', 'Michael Mando', 'Tony Dalton', 'Giancarlo Esposito']",[],8.753842595862324
ts36631,narcos,SHOW,A gritty chronicle of the war against Colombia's infamously violent and powerful drug cartels.,2015,TV-MA,52,"Drama, Thriller, Crime",Us,3.0,8.8,404486.0,83.072,7.9,"['Pedro Pascal', 'Matias Varela', 'Damián Alcázar', 'Francisco Denis', 'Alberto Ammann', 'Pêpê Rapazote', 'Arturo Castro', 'Michael Stahl-David', 'Matt Whelan', 'Andrea Londo']",[],8.753793900936426
ts82913,when they see us,SHOW,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.,2019,TV-MA,74,"Drama, History, Crime",Us,1.0,8.9,114127.0,21.628,8.2,"['Jharrel Jerome', 'Ethan Herisse', 'Marquis Rodriguez', 'Asante Blackk', 'Caleel Harris', 'Marsha Stephanie Blake', 'Michael Kenneth Williams', 'John Leguizamo', 'Aunjanue Ellis', 'Niecy Nash', 'Kylie Bunbury']",[],8.737238175111175
ts34435,cowboy bebop,SHOW,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",1998,TV-14,25,"Western, Action, Scifi, Thriller, Animation, Comedy, Drama",Jp,1.0,8.9,112887.0,34.769,8.5,"['Koichi Yamadera', 'Unsho Ishizuka', 'Megumi Hayashibara', 'Aoi Tada']",[],8.7355532841577
ts38796,stranger things,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,TV-14,52,"Scifi, Drama, Fantasy, Horror, Thriller",Us,5.0,8.7,989090.0,249.853,8.6,"['Millie Bobby Brown', 'Finn Wolfhard', 'Gaten Matarazzo', 'Caleb McLaughlin', 'David Harbour', 'Winona Ryder', 'Natalia Dyer', 'Charlie Heaton', 'Myles Truitt']",[],8.681607559672234
ts14583,bojack horseman,SHOW,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",2014,TV-MA,26,"Drama, Comedy, Animation",Us,6.0,8.8,143584.0,92.62,8.6,"['Will Arnett', 'Aaron Paul', 'Alison Brie', 'Amy Sedaris', 'Paul F. Tompkins']",[],8.67368289990052
ts6,house of cards,SHOW,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",2013,TV-MA,52,Drama,Us,6.0,8.7,494092.0,46.137,8.1,"['Robin Wright', 'Michael Kelly', 'Constance Zimmer', 'Patricia Clarkson', 'Derek Cecil', 'Boris McGiver', 'Lars Mikkelsen', 'Cody Fern', 'Diane Lane', 'Greg Kinnear', 'Campbell Scott']",[],8.663435098790055
ts55668,dark,SHOW,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,TV-MA,56,"Scifi, Crime, Drama, Thriller",De,3.0,8.7,354443.0,152.46,8.4,"['Louis Hofmann', 'Karoline Eichhorn']",[],8.649303705205968
ts20339,one piece,SHOW,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!",1999,TV-14,23,"Action, Comedy, Animation, Drama, Fantasy",Jp,21.0,8.8,112586.0,105.955,8.8,"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi', 'Hiroaki Hirata', 'Yuriko Yamaguchi', 'Ikue Otani', 'Kazuki Yao', 'Cho', 'Katsuhisa Hôki', 'Tesshou Genda']",[],8.640912173536456
ts17156,arrested development,SHOW,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",2003,TV-MA,28,Comedy,Us,5.0,8.7,297552.0,54.388,8.1,"['Jason Bateman', 'Portia de Rossi', 'Will Arnett', 'Michael Cera', 'Alia Shawkat', 'Tony Hale', 'David Cross', 'Jessica Walter', 'Jeffrey Tambor', 'Ron Howard']",[],8.639830350280274
ts11,downton abbey,SHOW,"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",2010,TV-14,58,"Drama, Romance, European",Gb,6.0,8.7,197744.0,57.029,8.1,"['Maggie Smith', 'Michelle Dockery', 'Laura Carmichael', 'Joanne Froggatt', 'Hugh Bonneville', 'Phyllis Logan', 'Elizabeth McGovern', 'Jim Carter', 'Brendan Coyle', 'Penelope Wilton', 'Raquel Cassidy', 'Lesley Nicol', 'Sophie McShera', 'Robert James-Collier', 'Allen Leech']",[],8.610484407613441
ts42069,the crown,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016,TV-MA,56,"Drama, History, European","Us, Gb",5.0,8.7,190878.0,72.323,8.2,"['Olivia Colman', 'Emma Corrin', 'Tobias Menzies', ""Josh O'Connor"", 'Erin Doherty', 'Helena Bonham Carter', 'Marion Bailey', 'Gillian Anderson', 'Stephen Boxer']",[],8.607376780513459
tm57554,saving private ryan,MOVIE,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",1998,R,169,"Drama, War",Us,0.0,8.6,1346020.0,54.874,8.2,"['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Matt Damon', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Ted Danson', 'Jeremy Davies', 'Paul Giamatti', 'Dennis Farina', 'Joerg Stadler', 'Max Martini', 'Dylan Bruno', 'Daniel Cerqueira', 'Demetri Goritsas', 'Ian Porter', 'Gary Sefton', 'Julian Spencer', 'Steve Griffin', 'William Marsh', 'Marc Cass', 'Markus Napier', 'Neil Finnighan', 'Peter Miles', 'Paul Garcia', 'Seamus McQuade', 'Ronald Longridge', 'Adam Shaw', 'Rolf Saxon', 'Corey Johnson', 'Loclann Aiken', 'John Barnett', 'Maclean Burke', 'Aiden Condron', 'Paschal Friel', 'Paul Hickey', 'Shane Johnson', 'Laird Macintosh', 'Martin McDougall', 'Mark Phillips', 'Lee Aaron Rosen', 'Andrew Scott', 'Matthew Sharp', 'Vincent Walsh', 'Grahame Wood', 'John Sharian', 'Glenn Wrage', 'Crofton Hardester', 'Martin Hub', 'Raffaello Degruttola', 'Nigel Whitmey', 'Sam Ellis', 'Erich Redman', 'Tilo Keiner', 'Stephan Grothgar', 'Stephane Cornicard', 'Anna Maguire', 'Nathan Fillion', 'Leland Orser', 'David Vegh', 'Ryan Hurst', 'Nick Brooks', 'John Walters', 'Dorothy Grumbar', 'Harve Presnell', 'Dale Dye', 'Bryan Cranston', 'David Wohl', 'Eric Loren', 'Valerie Colgan', 'Amanda Boxer', 'Harrison Young', 'Kathleen Byron', 'Rob Freeman', 'Thomas Gizbert', 'Nina Muschallik', 'Mac Steinmeier', 'Derek Lea', 'Leo Stransky', 'Vincent Ventresca']",['Steven Spielberg'],8.58696975732663
ts37539,one-punch man,SHOW,"Saitama is a hero who only became a hero for fun. After three years of “special” training, though, he’s become so strong that he’s practically invincible. In fact, he’s too strong — even his mightiest opponents are taken out with a single punch, and it turns out that being devastatingly powerful is actually kind of a bore. With his passion for being a hero lost along with his hair, yet still faced with new enemies every day, how much longer can he keep it going?",2015,TV-PG,24,"Action, Fantasy, Scifi, Animation, Comedy",Jp,2.0,8.7,148386.0,132.794,8.4,"['Kazuhiro Yamaji', 'Yuichi Nakamura', 'Kenjiro Tsuda', 'Aoi Yuki', 'Hiroki Yasumoto', 'Saori Hayami', 'Makoto Furukawa', 'Kaito Ishikawa', 'Hikaru Midorikawa']",[],8.582031311293049
ts22164,monty python's flying circus,SHOW,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",1969,TV-14,30,"Comedy, European",Gb,4.0,8.8,72895.0,12.919,8.3,"['Graham Chapman', 'Michael Palin', 'Terry Jones', 'Eric Idle', 'Terry Gilliam']",[],8.561777977301642
ts89259,the queen's gambit,SHOW,"In a Kentucky orphanage in the 1950s, a young girl discovers an astonishing talent for chess while struggling with addiction.",2020,TV-MA,56,"Drama, Sport",Us,1.0,8.6,406350.0,104.215,8.6,"['Anya Taylor-Joy', 'Isla Johnston', 'Bill Camp', 'Marielle Heller', 'Moses Ingram', 'Chloe Pirrie', 'Marcin Dorociński', 'Thomas Brodie-Sangster', 'Jacob Fortune-Lloyd', 'Harry Melling']",[],8.557340749726144
ts42405,mindhunter,SHOW,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017,TV-MA,53,"Crime, Drama, Thriller",Us,2.0,8.6,261429.0,45.108,8.0,"['Jonathan Groff', 'Holt McCallany', 'Anna Torv', 'Stacey Roca']",[],8.534300872229892
ts20660,shameless,SHOW,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",2011,TV-MA,54,"Drama, Comedy",Us,11.0,8.6,230243.0,175.426,8.1,"['William H. Macy', 'Jeremy Allen White', 'Cameron Monaghan', 'Noel Fisher', 'Emma Kenney', 'Ethan Cutkosky', 'Christian Isaiah', 'Shanola Hampton', 'Steve Howey', 'Kate Miner', 'Paris Newton', 'Scott Michael Campbell', 'Elise Eberle', 'Dennis Cockrum']",[],8.52566089433219
ts17942,chappelle's show,SHOW,Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.,2003,TV-14,21,"Comedy, Music",Us,3.0,8.8,62140.0,13.557,8.1,['Dave Chappelle'],[],8.524666852209362
ts58433,the haunting of hill house,SHOW,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",2018,TV-MA,58,"Drama, Scifi, Horror, Thriller",Us,1.0,8.6,226817.0,36.217,8.1,"['Michiel Huisman', 'Elizabeth Reaser', 'Kate Siegel', 'Oliver Jackson-Cohen', 'Victoria Pedretti', 'Timothy Hutton', 'Carla Gugino', 'Henry Thomas', 'Lulu Wilson', 'Paxton Singleton', 'Mckenna Grace', 'Julian Hilliard', 'Violet McGraw']",[],8.524571166347174
ts87466,demon slayer: kimetsu no yaiba,SHOW,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",2019,TV-MA,25,"Animation, Scifi, Action, Fantasy, Thriller, Horror",Jp,3.0,8.7,88265.0,131.109,8.8,"['Natsuki Hanae', 'Akari Kito', 'Hiro Shimono', 'Yoshitsugu Matsuoka', 'Katsuyuki Konishi', 'Miyuki Sawashiro']",[],8.507502392135914
ts78801,cobra kai,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018,TV-14,31,"Action, Comedy, Drama, Sport",Us,5.0,8.6,163858.0,385.985,8.2,"['Ralph Macchio', 'William Zabka', 'Courtney Henggeler', 'Xolo Mariduena', 'Tanner Buchanan', 'Mary Mouser', 'Jacob Bertrand', 'Gianni Decenzo', 'Peyton List', 'Vanessa Rubio', 'Thomas Ian Griffith', 'Martin Kove']",[],8.496759997556923
tm853783,david attenborough: a life on our planet,MOVIE,"The story of life on our planet by the man who has seen more of the natural world than any other. In more than 90 years, Attenborough has visited every continent on the globe, exploring the wild places of our planet and documenting the living world in all its variety and wonder. Addressing the biggest challenges facing life on our planet, the film offers a powerful message of hope for future generations.",2020,PG,83,Documentation,Gb,0.0,9.0,31180.0,14.834,8.5,"['David Attenborough', 'Max Hughes']","['Keith Scholey', 'Jonathan Hughes', 'Alastair Fothergill']",8.464571409812226
ts21465,supernatural,SHOW,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",2005,TV-14,45,"Scifi, Thriller, Drama, Fantasy, Horror",Us,15.0,8.5,428639.0,406.666,8.3,"['Alexander Calvert', 'Misha Collins', 'Jared Padalecki', 'Jensen Ackles']",[],8.461107667414778
ts20604,friday night lights,SHOW,"The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.",2006,TV-14,43,"Drama, Sport",Us,5.0,8.7,64449.0,32.434,8.0,"['Kyle Chandler', 'Connie Britton', 'Aimee Teegarden', 'Michael B. Jordan', 'Jurnee Smollett', 'Dora Madison', 'Grey Damon', 'Matt Lauria']",[],8.443245688575972
ts53864,ozark,SHOW,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017,TV-MA,60,"Crime, Thriller, Drama",Us,4.0,8.5,278223.0,290.316,8.2,"['Jason Bateman', 'Laura Linney', 'Sofia Hublitz', 'Skylar Gaertner', 'Julia Garner', 'Charlie Tahan']",[],8.440589960552993
ts12787,code geass: lelouch of the rebellion,SHOW,"Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...",2006,TV-14,24,"Scifi, Animation, Action, Drama, Thriller, War",Jp,3.0,8.7,62367.0,36.627,8.5,"['Jun Fukuyama', 'Takahiro Sakurai', 'Yukana', 'Ami Koshimizu']",[],8.435528046528981
ts8308,community,SHOW,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",2009,TV-PG,23,Comedy,Us,6.0,8.5,252564.0,48.311,8.0,"['Joel McHale', 'Gillian Jacobs', 'Danny Pudi', 'Alison Brie', 'Jim Rash', 'Ken Jeong', 'Paget Brewster', 'Keith David']",[],8.43471471792721
ts38204,making a murderer,SHOW,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",2015,TV-14,62,"Crime, Documentation",Us,2.0,8.6,93456.0,10.955,7.9,['Kathleen Zellner'],[],8.424333361329195
ts80959,sacred games,SHOW,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",2018,TV-MA,50,"Action, Thriller, Crime, Drama",In,2.0,8.6,85088.0,11.75,8.1,"['Pankaj Tripathi', 'Nawazuddin Siddiqui', 'Chittaranjan Tripathy', 'Kalki Koechlin', 'Ranvir Shorey', 'Saif Ali Khan']","['Neeraj Ghaywan', 'Vikramaditya Motwane', 'Anurag Kashyap']",8.408352903081228
ts20573,the it crowd,SHOW,"Two I.T. nerds and their clueless female manager, who work in the basement of a very successful company. When they are called on for help, they are never treated with any respect at all.",2006,TV-14,25,"Comedy, European",Gb,5.0,8.5,147409.0,27.917,8.1,"['Joel McHale', 'Richard Ayoade', 'Jessica St. Clair', 'Rocky Carroll', 'Shea Curry']",[],8.390225006920165
