id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actors,directors,score
tm169719,42,MOVIE,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",2013,PG-13,128,"Drama, Sport",Us,0.0,7.5,93314.0,13.936,7.1,"['Chadwick Boseman', 'Harrison Ford', 'Nicole Beharie', 'Christopher Meloni', 'Ryan Merriman', 'Lucas Black', 'André Holland', 'Alan Tudyk', 'Hamish Linklater', 'T.R. Knight', 'John C. McGinley', 'Toby Huss', 'Max Gail', 'Brad Beyer', 'James Pickens Jr.', 'Gino Anthony Pesi', 'Brett Cullen', 'Jesse Luken', 'Jamey Holliday', 'Derek Phillips', 'Jamie Ruehling', 'Blake Sanders', 'Johnny Knight', ""Clint O'Brien"", 'Dusan Brown', 'Cherise Boothe', 'Friedel Pinkston', 'Linc Hand', 'Thomas Helgeland', 'Matt Clark', 'Peter MacKenzie', 'Joe Inscoe', 'Monnae Michaell', 'Karole Foreman', 'C.J. Nitkowski', 'Scott Callaway', 'James Rackley', 'Aaron Farb', 'Anthony S. Goolsby', 'Lou Criscuolo', 'Ross Hughes', 'Joe Knezevich', 'Mark Harelik', 'Kenny Cook', 'David Sweeney', 'Rhoda Griffis', 'Daniel Fenlon', 'Maury Covington', 'Henry Friedman', 'Holden Hansen', 'Dan Mengini', 'Jon Kohler', 'Marc Gowan', 'Jackson Walker', 'Danny Vinson', 'Ari Blinder', 'William Flaman', 'Denise Moyé', 'Peter Jurasik', 'Michael H. Cole', 'Janet Metzger', 'Dax Griffin', 'Jayson Warner Smith', 'Jeremy Ray Taylor', 'Christopher Harvey', 'Kelley Jakle', 'Jud Tylor', 'Tobias Michael Finn', 'Ercell A. Grimes Jr.', 'Dwight Houser', 'Barry Suttle', 'Andrew B. Roberts', 'Jimmie L. Coleman', 'Steve Hicks', 'Wayne Hickey', 'Andrew C. Mullins', 'Dennis A. Spears', 'Gary Miller', 'Todd Wilson', 'David Thoms', 'Richard Tavernaro', 'Hunter Clowdus']",['Brian Helgeland'],7.399801921355027
ts42077,medici: masters of florence,SHOW,"The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies.",2016,TV-14,54,"War, Drama, History, Romance, Thriller, European","Gb, It",3.0,7.9,18575.0,28.95,7.9,"['Daniel Sharman', 'Synnøve Karlsen', 'Alessandra Mastronardi', 'Sebastian de Souza', 'Francesco Montanari', 'Johnny Harris', 'Gualtiero Burzi', 'Sean Bean', 'Bradley James', 'Sarah Parish']",[],7.397497355742549
tm375912,ricky gervais: humanity,MOVIE,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",2018,R,79,Comedy,Gb,0.0,7.9,18523.0,9.049,7.8,['Ricky Gervais'],['John L. Spencer'],7.396469460006684
tm96595,lakshya,MOVIE,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",2004,G,186,"Drama, Romance, War, Action",In,0.0,7.8,23076.0,5.649,6.6,"['Hrithik Roshan', 'Preity Zinta', 'Amitabh Bachchan', 'Sushant Singh', 'Om Puri', 'Rajendranath Zutshi', 'Boman Irani', 'Ranvir Shorey', 'Parmeet Sethi', 'Lillete Dubey', 'Abir Goswami', 'Kushal Punjabi', 'Abhimanyu Singh', 'Amrish Puri', 'Surendra Pal', 'Vishal Vijay Kumar', 'Vipul Gupta', 'Nawab Shah', 'Arav Chowdhary', 'Aditya Srivastava', 'Amit Behl', 'M. K. Raina']",['Farhan Akhtar'],7.395968177181222
ts41956,designated survivor,SHOW,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",2016,TV-PG,44,"War, Action, Drama, Thriller",Us,3.0,7.5,88019.0,51.752,7.2,"['Kiefer Sutherland', 'Maggie Q', 'Kal Penn', 'Adan Canto', 'Italia Ricci', 'Emiliano Díez']",[],7.3942123133140525
tm1119272,14 peaks: nothing is impossible,MOVIE,"In 2019, Nepalese mountain climber Nirmal “Nims” Purja set out to do the unthinkable by climbing the world’s fourteen highest summits in less than seven months. (The previous record was eight years). He called the effort “Project Possible 14/7” and saw it as a way to inspire others to strive for greater heights in any pursuit. The film follows his team as they seek to defy naysayers and push the limits of human endurance.",2021,not rate,101,"Documentation, Sport",Us,0.0,7.8,22858.0,23.898,7.5,"['Nirmal Purja', 'Jimmy Chin', 'Reinhold Messner', 'Klára Kolouchová', 'Conrad Anker']",['Torquil Jones'],7.393008137613587
tm196296,a monster calls,MOVIE,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,2016,PG-13,108,"Fantasy, Drama, Thriller, Animation, Family, European","Es, Us, Gb",0.0,7.5,86614.0,25.422,7.2,"['Matthew Tennyson', 'Marianne Oldham', 'Stuart Goodwin', 'Felix Hayes', 'Hammed Animashaun', 'Nandi Bhebhe', 'Selina Cadell', 'Matt Costain', 'Georgia Frost', 'Jonathan Holby', 'John Leader', 'Witney White', 'Tessa Wood']",['Sally Cookson'],7.392622873458272
ts20429,sword art online,SHOW,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",2012,TV-MA,23,"Scifi, Action, Animation, Drama, Western, Comedy, Fantasy, Romance, Thriller",Jp,4.0,7.6,43727.0,73.783,8.3,"['Ai Kayano', 'Rina Hidaka', 'Hiroaki Hirata', 'Hiroki Yasumoto', 'Kaori Maeda', 'Isshin Chiba', 'Taku Yashiro', 'Yuko Kaida', 'Junya Enoki', 'Miyuki Sawashiro', 'Kanae Ito', 'Yoshitsugu Matsuoka', 'Ayahi Takagaki', 'Ayana Taketatsu', 'Sanae Kobayashi', 'Haruka Tomatsu']",[],7.388032595413924
tm138431,virunga,MOVIE,"Virunga in the Democratic Republic of the Congo is Africa’s oldest national park, a UNESCO world heritage site, and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle, Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the park’s borders and expose the corruption of its enemies. Filled with shocking footage, and anchored by the surprisingly deep and gentle characters of the gorillas themselves, Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo.",2014,not rate,90,"War, Documentation","Cd, Gb",0.0,8.2,11403.0,7.354,8.0,"['André Bauma', 'Emmanuel de Merode', 'Mélanie Gouby', 'Rodrigue Mugaruka Katembo', 'Vianney Kazarama']",['Orlando von Einsiedel'],7.3874952266449885
tm50018,looper,MOVIE,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",2012,R,119,"Thriller, Scifi, Drama, Crime, Action",Us,0.0,7.4,566791.0,48.347,6.9,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt', 'Piper Perabo', 'Noah Segan', 'Jeff Daniels', 'Garret Dillahunt', 'Paul Dano', 'Nick Gomez', 'Tracie Thoms', 'James Landry Hébert', 'Pierce Gagnon', 'Xu Qing', 'Frank Brennan', 'Marcus Hester', 'Jon Eyez', 'Kevin Stillwell', 'Thirl Haston', 'Kenneth Brown Jr.', 'Cody Wood', 'Adam Boyer', 'Jeff Chase', 'Ritchie Montgomery', 'David Jensen', 'Kamden Beauchamp', 'Josh Perry', 'David Joseph Martinez', 'Wayne Dehart', 'Ian Patrick', 'Craig Johnson', 'Robert Harvey', 'Sylvia Jefferies', 'Rachel Acuna', 'Lauren Alexandra', 'D.J. Mills', 'Brea Grant', 'Sam Medina']",['Rian Johnson'],7.383699792296576
tm166064,"crazy, stupid, love.",MOVIE,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",2011,PG-13,118,"Romance, Comedy, Drama",Us,0.0,7.4,507878.0,30.363,7.3,"['Steve Carell', 'Julianne Moore', 'Emma Stone', 'Ryan Gosling', 'Marisa Tomei', 'Kevin Bacon', 'Lio Tipton', 'Jonah Bobo', 'Joey King', 'Beth Littleford', 'John Carroll Lynch', 'Liza Lapira', 'Josh Groban', 'Mekia Cox', 'Julianna Guill', 'Crystal Reed', 'Zayne Emory', 'Joanne Brooks', 'Caitlin Thompson', 'Karolina Wydra', 'Tracy Mulholland', 'Katerina Mikailenko', 'Janine Barris', 'Jenny Mollen', 'Jessica Diz', 'Olga Fonda', 'Reggie Lee', 'Charlie Hartsock', 'Algerita Wynn Lewis', 'Wendy Worthington', 'Dan Butler', 'Tiara Parker', 'Laurel Coppock', 'Rasika Mathur', 'Joshua Sternlicht', 'Jasen Salvatore', 'Michael John Long', 'Brian Patrick Butler']","['John Requa', 'Glenn Ficarra']",7.381834332103342
ts82851,messiah,SHOW,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,2020,TV-MA,45,"Drama, Thriller",Us,1.0,7.6,42018.0,13.871,7.4,"['Mehdi Dehbi', 'Michelle Monaghan', 'John Ortiz', 'Tomer Sisley', 'Stefania LaVie Owen', 'Sayyid El Alami', 'Wil Traval', 'Jane Adams', 'Fares Landoulsi', 'Melinda Page Hamilton']",[],7.380626996132756
ts95572,the serpent,SHOW,"The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail.",2021,TV-MA,57,"Drama, Thriller, Crime",Gb,1.0,7.6,41782.0,29.419,7.6,"['Tahar Rahim', 'Jenna Coleman', 'Ellie Bamber', 'Billy Howle', 'Mathilde Warnier', 'Grégoire Isvarine', 'Tim McInnerny']",[],7.3795634786941235
tm178201,sherlock holmes: a game of shadows,MOVIE,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",2011,PG-13,129,"Crime, Thriller, Action","Us, Gb",0.0,7.4,446531.0,47.884,7.1,"['Robert Downey Jr.', 'Jude Law', 'Noomi Rapace', 'Jared Harris', 'Rachel McAdams', 'Eddie Marsan', 'Kelly Reilly', 'Stephen Fry', 'Paul Anderson', 'Geraldine James', 'William Houston', 'Wolf Kahler', 'Iain Mitchell', 'Jack Laskey', 'Patricia Slater', 'Karima McAdams', 'Richard Cunningham', 'Marcus Shakesheff', 'Mark Sheals', 'George Taylor', 'Michael Webber', 'Mike Grady', 'Alexandre Carril', 'Victor Carril', 'Thorston Manderlay', 'Affif Ben Badra', 'Daniel Naprous', 'Lancelot Weaver', 'Vladimir Furdik', 'Alexander Devrient', 'Fatima Adoum', 'Stanley Kaye', 'Thierry Neuvic', 'Martin Nelson', 'Mark Llewelyn-Evans', 'Anthony Inglis', 'Ian Wilson-Pope', 'Pamela Hay', 'Laurence Dobiesz', 'Peter Stark', 'Roman Jankovič', 'Fredrick Ruth', 'Carsten Hayes', 'Jonathan Christie', 'James McNeill', 'Laurentiu Possa', 'Maitland Chandler', 'Joe Egan', 'Clive Russell']",['Guy Ritchie'],7.379376595107129
tm172027,the butterfly's dream,MOVIE,"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same.",2013,PG-13,138,"Drama, History, Romance",Tr,0.0,7.8,21882.0,5.001,7.3,"['Kıvanç Tatlıtuğ', 'Mert Fırat', 'Belçim Bilgin', 'Farah Zeynep Abdullah', 'Yılmaz Erdoğan', 'Ahmet Mümtaz Taylan', 'Taner Birsel', 'İpek Bilgin', 'Salih Kalyon', 'Oğuz Okul']",['Yılmaz Erdoğan'],7.379206050828003
ts26091,the staircase,SHOW,"Academy Award-winning documentary filmmaker, Jean-Xavier de Lestrade, presents a gripping courtroom thriller, offering a rare and revealing inside look at a high-profile murder trial. In 2001, author Michael Peterson was arraigned for the murder of his wife Kathleen, whose body was discovered lying in a pool of blood on the stairway of their home. Granted unusual access to Peterson's lawyers, home and immediate family, de Lestrade's cameras capture the defense team as it considers its strategic options. The series is an engrossing look at contemporary American justice that features more twists than a legal bestseller.",2004,TV-MA,49,"Crime, Documentation, Drama",Fr,2.0,7.8,21531.0,14.185,7.7,"['Michael Peterson', 'Bill Peterson', 'David Rudolf', 'Ron Guerette', 'Tom Maher']",['Jean-Xavier de Lestrade'],7.374010698330224
tm12876,bombay,MOVIE,"A Hindu man and a Muslim woman fall in love in a small village and move to Mumbai, where they have two children. However, growing religious tensions and erupting riots threaten to tear the family apart.",1995,not rate,141,"Romance, Drama",In,0.0,8.1,12512.0,3.771,7.2,"['Arvind Swamy', 'Manisha Koirala', 'Prakash Raj', 'Nassar', 'Kitty', 'Tinnu Anand', 'Master Harsha', 'Master Hridhay', 'Sonali Bendre', 'Nagendra Prasad', 'Rohini', 'M. V. Vasudeva Rao', 'Priya']",['Mani Ratnam'],7.369456473097884
tm344989,lady bird,MOVIE,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",2017,R,94,"Drama, Comedy",Us,0.0,7.4,277165.0,28.718,7.3,"['Saoirse Ronan', 'Laurie Metcalf', 'Tracy Letts', 'Beanie Feldstein', 'Lucas Hedges', 'Timothée Chalamet', 'Lois Smith', 'Stephen McKinley Henderson', 'Odeya Rush', 'Jordan Rodrigues', 'Marielle Scott', 'John Karna', 'Jake McDorman', 'Bayne Gibby', 'Laura Marano', 'Marietta DePrima', 'Daniel Zovatto', 'Kristen Cloke', 'Andy Buckley', 'Paul Keller', 'Kathryn Newton', 'Myra Turley', 'Bob Stephenson', 'Abhimanyu Katyal', 'Chris Witaske', 'Ben Konigsberg', 'Gurpreet Gill', 'Richard Jin Namkung', ""Joan Patricia O'Neil"", 'Robert Figueroa', 'Carla Valentine', 'Roman Arabia', 'Monique Edwards', 'Matthew Maher', 'Anita Kalathara', 'Debra Miller', 'Georgia Leva', 'Derek Butler', 'London Thor', ""Shaelan O'Connor"", 'Christina Offley', 'Sabrina Schloss', 'Connor Mickiewicz', 'Erik Daniells', 'Cynthia Cales', 'Giselle Grams', 'Ithamar Enriquez', 'Luisa Lee', 'Danielle Macdonald', 'Adam Brock', 'Bonnie Jean Shelton', 'Rebecca Light', 'Janet Song']",['Greta Gerwig'],7.367080366477964
tm366227,uncut gems,MOVIE,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",2019,R,130,"Drama, Thriller, Comedy, Crime",Us,0.0,7.4,261956.0,24.948,7.1,"['Adam Sandler', 'Julia Fox', 'Lakeith Stanfield', 'Idina Menzel', 'Kevin Garnett', 'Eric Bogosian', 'Judd Hirsch', 'The Weeknd', 'Keith Williams Richards', 'Wayne Diamond', 'Mike Francesa', 'Noa Fisher', 'Thomas Kominik', 'Ronald Greenberg', 'Marshall Greenberg', 'Mitchell Wenig', 'Hailey Gates', 'Tilda Swinton', 'John Amos', 'Trinidad James', 'Marcia DeBonis', 'Jeremy Sample', 'Jake Ryan', 'Anthony Mecca', 'Natasha Lyonne', 'Sahar Bibiyan', 'Josh Ostrovsky', 'Robbie DeRaffele', 'Warren Finkelstein', 'Maksud Agadjani', 'Ca$h Out', 'Andrea Linsky', 'Roman Persits', 'Paloma Elsesser', 'Pom Klementieff', 'Gerard ""Dash"" McQuiller', 'Darien Howard', 'Jonathan Aranbayev', 'Todd Vulpio', 'Michael A. Sollecito', 'Sean Ringgold', 'Damany Eastman', 'Jacob Igielski', 'Shemsi Selimaj', 'Arthur Borukhov', 'Stuart Wenig', 'Mesfin Lamengo', 'Sun Zhi Hua-Hilton', 'Sunny Wu Jin Zahao', 'Liang Wei-Hui-Duncan', 'Daneke Muhugeta', 'Habtunu Africho', 'Raleem Moses', 'Keren Shemel', 'Max Bartos', 'Louis Anthony Arias', 'Aren Topian', 'Lino Eisenberg', 'Shiv Pai', 'Kerwin Frost', 'La Mar Taylor', 'William Sappe', 'Greg Yuna', 'Victor Plajas', 'Ricky Barksdale', 'Jennifer Venditti', 'Larry Sloman', 'Benjy Kleiner', 'Svetlana B. Levitin', 'Roza Babekova', 'Jessica Mullayev', 'Izra Malakov', 'Brad Davidorf', 'Ralph Colucci', 'Marty Tendler', 'Conor Coyne', 'Alexander Gilkes', 'Jennifer Sacks', 'Debbie DeLisi', 'Chad Neves', 'Ara Daglian', ""Glenn 'Doc' Rivers"", 'Erika Wachter', 'Paige Neuenschwander', 'Cassie Prusiensky', 'Ursula Triplett']","['Josh Safdie', 'Benny Safdie']",7.365218111476229
ts26322,toradora!,SHOW,"Ryūji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger."" One day, an embarrassing mistake causes the two students to cross paths. Ryūji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yūsaku Kitamura, who happens to be his best friend. But things only get crazier when Ryūji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.",2008,TV-14,30,"Animation, Romance, Comedy, Drama",Jp,2.0,8.0,14307.0,28.197,8.5,"['Rie Kugimiya', 'Yui Horie', 'Hiroyuki Yoshino', 'Eri Kitamura', 'Hirofumi Nojima', 'Ai Nonaka', 'Kazuyuki Okitsu', 'Junji Majima', 'Yuko Kaida', 'Rie Tanaka', 'Sayaka Ohara', 'Kana Asumi']",[],7.363826934347085
tm74780,the bucket list,MOVIE,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",2007,PG-13,97,"Drama, Comedy, European",Us,0.0,7.4,242733.0,19.365,7.2,"['Jack Nicholson', 'Morgan Freeman', 'Sean Hayes', 'Beverly Todd', 'Alfonso Freeman', 'Destiny Brownridge', 'Rob Morrow', 'Dawn Lewis', 'Rowena King', 'Annton Berry Jr.', 'Verda Bridges', 'Brian Copeland', 'Ian Anthony Dale', 'Jennifer Defrancisco', 'Angela Gardner', 'Noel Gugliemi', 'Jonathan Hernandez', 'Karen Maruyama', 'Amber Mead', 'Serena Reeder', 'Christopher Stapleton', 'Taylor Ann Thompson', 'Alex Trebek']",['Rob Reiner'],7.362539709182073
tm2386,a nightmare on elm street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,91,Horror,Us,0.0,7.4,230543.0,53.853,7.3,"['Heather Langenkamp', 'Robert Englund', 'John Saxon', 'Ronee Blakley', 'Amanda Wyss', 'Jsu Garcia', 'Johnny Depp', 'Charles Fleischer', 'Joseph Whipp', 'Lin Shaye', 'Joe Unger', 'Mimi Craven', 'Jack Shea', 'Ed Call', 'Sandy Lipton', 'David Andrews', 'Jeff Levine', 'Donna Woodrum', 'Shashawnee Hall', 'Carol Pritikin', 'Brian Reise', 'Ash Adams', 'Don Hannah', 'Leslie Hoffman', 'Paul Grenier', 'Kathi Gibbs', 'Chris Tashima', 'Antonia Yannouli', 'John Richard Petersen', 'Robert Shaye']",['Wes Craven'],7.3606165327084625
tm847805,ludo,MOVIE,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",2020,PG-13,150,"Crime, Action, Comedy, Drama",In,0.0,7.6,37528.0,8.817,7.4,"['Abhishek Bachchan', 'Aditya Roy Kapur', 'Rajkummar Rao', 'Pankaj Tripathi', 'Fatima Sana Shaikh', 'Sanya Malhotra', 'Rohit Saraf', 'Pearle Maaney', 'Inayat Verma', 'Asha Negi', 'Bhanu Uday', 'Shalini Vatsa', 'Ishtiyak Khan', 'Amitabh Bachchan', 'Anurag Basu']",['Anurag Basu'],7.3584556373031536
tm449195,the boy who harnessed the wind,MOVIE,"Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.",2019,not rate,113,"Drama, History","Mw, Gb, Us",0.0,7.6,36805.0,40.059,7.9,"['Maxwell Simba', 'Chiwetel Ejiofor', 'Aïssa Maïga', 'Lily Banda', 'Joseph Marcell', 'Lemogang Tsipa', 'Philbert Falakeza', 'Noma Dumezweni', 'Robert Agengo', 'Felix Lemburgo', 'Raymond Ofula', 'Rophium Banda', 'Kelvin Maxwell Ngoma', 'Fiskan Makawa', 'Beatus Ble Msamange', 'Ian Chisekula', 'Owen Chikanken', 'Gospel Thawale', 'Edward Khomamphero', 'Rodgers Wagawa', 'Grace Msiska']",['Chiwetel Ejiofor'],7.354459651347274
tm244220,darkest hour,MOVIE,"A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.",2017,PG-13,125,"Drama, War, History, Thriller, Family",Gb,0.0,7.4,193208.0,22.688,7.4,"['Gary Oldman', 'Kristin Scott Thomas', 'Lily James', 'Stephen Dillane', 'Ronald Pickup', 'Ben Mendelsohn', 'Nicholas Jones', 'Samuel West', 'David Schofield', 'Richard Lumsden', 'Malcolm Storry', 'Hilton McRae', 'Benjamin Whitrow', 'Joe Armstrong', 'Adrian Rawlins', 'David Bamber', 'David Strathairn', 'Jeremy Child', 'Brian Pettifer', 'Michael Gould', 'John Atterbury', 'Charley Palmer Rothwell', 'Hannah Steele', 'Philip Martin Brown', 'Nia Gwynne', 'Faye Marsay', 'Jordan Waller', 'Mary Antony', 'Bethany Muir', 'Anna Burnett', 'James Eeles', ""Roisin O'Neill"", 'Joanna Neary', 'Flora Nicholson', 'Richard Glover', 'Paul Leonard', 'Eric MacLennan', 'Tom Ashley', 'Pip Torrens', 'Bronte Carmichael', 'Patsy Ferran', 'John Locke', 'James Harkness', 'Joshua James', 'Kieran Buckeridge', 'Adolf Hitler', 'Johnny Otto']",['Joe Wright'],7.353268518399398
ts52830,gilmore girls: a year in the life,SHOW,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",2016,TV-14,92,"Comedy, Drama",Us,1.0,7.6,36359.0,20.316,7.6,"['Lauren Graham', 'Alexis Bledel', 'Scott Patterson', 'Kelly Bishop']",[],7.351928014953185
tm420274,hannah gadsby: nanette,MOVIE,The Australian comedian Hannah Gadsby is taking an anti-comedy stance in her newest special.,2018,not rate,69,"Comedy, Documentation",Au,0.0,8.1,12035.0,7.7,8.1,['Hannah Gadsby'],"['Madeleine Parry', 'Jon Olb']",7.351051082386834
tm233344,kapoor & sons,MOVIE,"Two brothers return home to visit their ailing grandfather to discover ongoing family problems, emotions get intensified when a girl causes a rift between both of them.",2016,PG-13,132,"Romance, Comedy, Drama, Family",In,0.0,7.7,25792.0,9.091,7.0,"['Sidharth Malhotra', 'Fawad Khan', 'Alia Bhatt', 'Ratna Pathak', 'Rishi Kapoor', 'Rajat Kapoor', 'Anahita Oberoi', 'Vikram Kapadia', 'Niti Apurva Patel', 'Aalekh Kapoor', 'Sukant Goel', 'Aditya Gunavanthe', 'Anuradha Chandan', 'Aakriti Dobhal', 'Elena Roxana Maria Fernandes', 'Arbaaz Kadwani', 'Rupa Kamath', 'Edward Sonnenblick']",['Shakun Batra'],7.350637814096968
tm349803,"jim & andy: the great beyond - featuring a very special, contractually obligated mention of tony clifton",MOVIE,Offbeat documentarian Chris Smith provides a behind-the-scenes look at how Jim Carrey adopted the persona of idiosyncratic comedian Andy Kaufman on the set of Man on the Moon.,2017,not rate,94,"Comedy, Documentation","Us, Ca",0.0,7.7,25593.0,10.938,7.6,"['Jim Carrey', 'Danny DeVito', 'Miloš Forman', 'Judd Hirsch', 'Peter Bonerz', 'Randall Carver', 'Andy Dick', 'Paul Giamatti', 'Hugh Hefner', 'Elton John', 'Carol Kane', 'Jerry Lawler', 'David Letterman', 'Jon Lovitz', 'Lynne Margulies', 'Carol Kane', 'Courtney Love', 'George Shapiro', 'Michael Stipe', 'Bob Zmuda', 'Andy Kaufman']",['Chris Smith'],7.348498050008615
ts38090,versailles,SHOW,"The story of a young Louis XIV on his journey to become the most powerful monarch in Europe, from his battles with the fronde through his development into the Sun King. Historical and fictional characters guide us in a world of betrayal and political maneuvering, revealing Versailles in all its glory and brutality.",2015,TV-MA,54,"Drama, History, Romance, War, Documentation, Comedy, European","Ca, Fr",3.0,7.9,16273.0,45.242,7.9,"['George Blagden', 'Alexander Vlahos', 'Tygh Runyan', 'Stuart Bowman', 'Elisa Lasowski', 'Anna Brewster', 'Evan Williams', 'Maddison Jaizani', 'Steve Cumyn', 'Joe Sheridan', 'Pip Torrens', 'Noémie Schmidt', 'Amira Casar', 'Sarah Winter', 'Gilly Gilchrist', 'Anatole Taubman', 'Alexis Michalik', 'Lizzie Brocheré']",[],7.347574560564064
